question_number,category,question_length,is_numerical,used_rag,reason,tokens_generated,tool_calls
54,simple,10,False,False,"Simple question, direct generation",5,0
55,simple,9,False,False,"Simple question, direct generation",5,0
56,simple,9,False,False,"Simple question, direct generation",5,0
57,simple,11,False,False,"Simple question, direct generation",5,0
58,simple,9,False,False,"Simple question, direct generation",5,0
60,simple,10,False,False,"Simple question, direct generation",5,0
61,simple,14,False,False,"Simple question, direct generation",5,0
62,complex,25,False,True,"Complex question, RAG triggered",8,1
63,complex,25,False,True,"Complex question, RAG triggered",8,1
64,simple,12,False,False,"Simple question, direct generation",5,0
65,simple,11,True,False,"Simple question, direct generation",5,0
67,simple,9,False,False,"Simple question, direct generation",5,0
68,complex,24,False,True,"Complex question, RAG triggered",8,1
69,simple,9,True,False,"Simple question, direct generation",5,0
70,simple,11,False,False,"Simple question, direct generation",5,0
72,simple,12,False,False,"Simple question, direct generation",5,0
73,simple,18,False,False,"Simple question, direct generation",5,0
74,simple,11,False,False,"Simple question, direct generation",5,0
75,simple,9,True,False,"Simple question, direct generation",5,0
76,simple,11,False,False,"Simple question, direct generation",5,0
77,simple,9,False,False,"Simple question, direct generation",5,0
1,simple,13,False,False,"Simple question, direct generation",5,0
6,simple,15,False,False,"Simple question, direct generation",5,0
7,complex,29,False,True,"Complex question, RAG triggered",8,1
9,simple,14,False,False,"Simple question, direct generation",5,0
10,complex,20,False,True,"Complex question, RAG triggered",8,1
11,simple,17,False,False,"Simple question, direct generation",5,0
13,simple,17,True,False,"Simple question, direct generation",5,0
15,simple,15,False,False,"Simple question, direct generation",5,0
17,simple,15,False,False,"Simple question, direct generation",5,0
18,simple,15,False,False,"Simple question, direct generation",5,0
20,simple,15,False,False,"Simple question, direct generation",5,0
25,simple,8,False,False,"Simple question, direct generation",5,0
26,simple,13,False,False,"Simple question, direct generation",5,0
28,simple,13,False,False,"Simple question, direct generation",5,0
30,simple,17,False,False,"Simple question, direct generation",5,0
33,simple,19,True,False,"Simple question, direct generation",5,0
35,simple,16,True,False,"Simple question, direct generation",5,0
37.a,simple,18,True,False,"Simple question, direct generation",5,0
37.b,simple,18,True,False,"Simple question, direct generation",5,0
37.c,complex,20,True,True,"Complex question, RAG triggered",8,1
41,complex,22,True,True,"Complex question, RAG triggered",8,1
42,simple,10,True,False,"Simple question, direct generation",5,0
43,simple,9,False,False,"Simple question, direct generation",5,0
44,simple,13,False,False,"Simple question, direct generation",5,0
45,simple,10,False,False,"Simple question, direct generation",5,0
49,simple,17,True,False,"Simple question, direct generation",5,0
50,simple,9,True,False,"Simple question, direct generation",5,0
51,simple,17,True,False,"Simple question, direct generation",5,0
52,complex,24,False,True,"Complex question, RAG triggered",8,1
53,simple,13,False,False,"Simple question, direct generation",5,0
55,simple,19,True,False,"Simple question, direct generation",5,0
56,complex,24,True,True,"Complex question, RAG triggered",8,1
1,simple,11,False,False,"Simple question, direct generation",5,0
2,simple,11,False,False,"Simple question, direct generation",5,0
3,simple,12,False,False,"Simple question, direct generation",5,0
4,simple,12,False,False,"Simple question, direct generation",5,0
5,simple,12,False,False,"Simple question, direct generation",5,0
6,simple,14,False,False,"Simple question, direct generation",5,0
7,simple,14,False,False,"Simple question, direct generation",5,0
8,simple,7,False,False,"Simple question, direct generation",5,0
23,complex,20,False,True,"Complex question, RAG triggered",8,1
24,simple,6,False,False,"Simple question, direct generation",5,0
25,simple,18,False,False,"Simple question, direct generation",5,0
39,simple,13,False,False,"Simple question, direct generation",5,0
49,simple,11,False,False,"Simple question, direct generation",5,0
51,simple,11,False,False,"Simple question, direct generation",5,0
53,simple,10,True,False,"Simple question, direct generation",5,0
55,simple,15,False,False,"Simple question, direct generation",5,0
57,simple,10,True,False,"Simple question, direct generation",5,0
40,complex,22,False,True,"Complex question, RAG triggered",8,1
41,complex,22,False,True,"Complex question, RAG triggered",8,1
42,complex,22,False,True,"Complex question, RAG triggered",8,1
43,simple,15,False,False,"Simple question, direct generation",5,0
44,simple,17,False,False,"Simple question, direct generation",5,0
45,simple,15,False,False,"Simple question, direct generation",5,0
46,simple,8,True,False,"Simple question, direct generation",5,0
47,simple,8,True,False,"Simple question, direct generation",5,0
48,simple,8,True,False,"Simple question, direct generation",5,0
50,simple,10,True,False,"Simple question, direct generation",5,0
52,simple,12,False,False,"Simple question, direct generation",5,0
54,simple,13,False,False,"Simple question, direct generation",5,0
56,simple,12,False,False,"Simple question, direct generation",5,0
58,simple,13,False,False,"Simple question, direct generation",5,0
59,simple,13,True,False,"Simple question, direct generation",5,0
62,simple,7,True,False,"Simple question, direct generation",5,0
63,complex,21,False,True,"Complex question, RAG triggered",8,1
67,simple,19,False,False,"Simple question, direct generation",5,0
69,simple,18,False,False,"Simple question, direct generation",5,0
71,simple,14,False,False,"Simple question, direct generation",5,0
73,complex,20,False,True,"Complex question, RAG triggered",8,1
75,simple,15,False,False,"Simple question, direct generation",5,0
78,simple,13,False,False,"Simple question, direct generation",5,0
79,simple,15,False,False,"Simple question, direct generation",5,0
82,simple,14,False,False,"Simple question, direct generation",5,0
83,complex,20,False,True,"Complex question, RAG triggered",8,1
3.2.1,complex,41,True,True,"Complex question, RAG triggered",8,1
3.2.2,simple,15,True,False,"Simple question, direct generation",5,0
3.2.3,complex,43,True,True,"Complex question, RAG triggered",8,1
3.2.4,complex,33,True,True,"Complex question, RAG triggered",8,1
3.2.5,simple,18,True,False,"Simple question, direct generation",5,0
3.2.6,complex,24,True,True,"Complex question, RAG triggered",8,1
3.2.7,simple,13,True,False,"Simple question, direct generation",5,0
3.2.8,complex,26,True,True,"Complex question, RAG triggered",8,1
3.3.1,complex,27,True,True,"Complex question, RAG triggered",8,1
3.4.1,simple,4,True,False,"Simple question, direct generation",5,0
3.4.2,complex,25,True,True,"Complex question, RAG triggered",8,1
3.4.3,complex,28,True,True,"Complex question, RAG triggered",8,1
3.4.4,complex,26,True,True,"Complex question, RAG triggered",8,1
3.4.5,simple,14,True,False,"Simple question, direct generation",5,0
3.4.6,complex,29,True,True,"Complex question, RAG triggered",8,1
3.4.7,complex,31,False,True,"Complex question, RAG triggered",8,1
3.4.8,complex,33,False,True,"Complex question, RAG triggered",8,1
3.5.1,complex,32,True,True,"Complex question, RAG triggered",8,1
3.5.2,complex,35,True,True,"Complex question, RAG triggered",8,1
3.5.3,complex,49,True,True,"Complex question, RAG triggered",8,1
3.5.4,complex,46,True,True,"Complex question, RAG triggered",8,1
3.5.5,complex,54,True,True,"Complex question, RAG triggered",8,1
3.5.6,complex,37,True,True,"Complex question, RAG triggered",8,1
3.5.7,complex,44,True,True,"Complex question, RAG triggered",8,1
3.5.8,complex,51,True,True,"Complex question, RAG triggered",8,1
3.5.9,complex,46,True,True,"Complex question, RAG triggered",8,1
3.5.10,complex,50,True,True,"Complex question, RAG triggered",8,1
4.2.1,complex,42,True,True,"Complex question, RAG triggered",8,1
4.2.2,simple,17,True,False,"Simple question, direct generation",5,0
4.2.3,complex,46,True,True,"Complex question, RAG triggered",8,1
4.2.4,simple,13,True,False,"Simple question, direct generation",5,0
4.2.5,complex,30,True,True,"Complex question, RAG triggered",8,1
4.2.6,simple,14,True,False,"Simple question, direct generation",5,0
4.2.7,complex,22,True,True,"Complex question, RAG triggered",8,1
4.2.8,complex,42,True,True,"Complex question, RAG triggered",8,1
4.2.9,simple,14,True,False,"Simple question, direct generation",5,0
4.2.10,complex,50,True,True,"Complex question, RAG triggered",8,1
4.3.1,complex,28,True,True,"Complex question, RAG triggered",8,1
4.3.2,simple,17,True,False,"Simple question, direct generation",5,0
4.3.3,simple,16,True,False,"Simple question, direct generation",5,0
4.3.4,complex,26,True,True,"Complex question, RAG triggered",8,1
4.3.5,simple,16,True,False,"Simple question, direct generation",5,0
4.3.6,simple,16,True,False,"Simple question, direct generation",5,0
4.3.7,complex,31,True,True,"Complex question, RAG triggered",8,1
4.3.8,simple,17,True,False,"Simple question, direct generation",5,0
4.3.9,simple,15,True,False,"Simple question, direct generation",5,0
4.3.10,complex,31,True,True,"Complex question, RAG triggered",8,1
5.2.1,simple,14,True,False,"Simple question, direct generation",5,0
5.2.2,simple,16,True,False,"Simple question, direct generation",5,0
5.2.3,complex,20,True,True,"Complex question, RAG triggered",8,1
5.2.4,complex,27,True,True,"Complex question, RAG triggered",8,1
5.2.5,complex,28,True,True,"Complex question, RAG triggered",8,1
5.2.6,complex,25,True,True,"Complex question, RAG triggered",8,1
5.2.7,complex,30,True,True,"Complex question, RAG triggered",8,1
5.2.8,complex,25,True,True,"Complex question, RAG triggered",8,1
5.2.9,complex,23,True,True,"Complex question, RAG triggered",8,1
5.2.10,complex,29,True,True,"Complex question, RAG triggered",8,1
5.2.1.1,complex,20,True,True,"Complex question, RAG triggered",8,1
5.2.1.2,simple,19,True,False,"Simple question, direct generation",5,0
5.2.1.3,complex,21,True,True,"Complex question, RAG triggered",8,1
5.2.1.4,complex,22,True,True,"Complex question, RAG triggered",8,1
5.2.1.5,complex,22,True,True,"Complex question, RAG triggered",8,1
5.2.1.6,complex,28,True,True,"Complex question, RAG triggered",8,1
5.2.1.7,complex,28,True,True,"Complex question, RAG triggered",8,1
5.2.1.8,complex,20,True,True,"Complex question, RAG triggered",8,1
5.2.1.9,complex,25,True,True,"Complex question, RAG triggered",8,1
5.2.1.10,complex,28,True,True,"Complex question, RAG triggered",8,1
5.3.1,simple,19,True,False,"Simple question, direct generation",5,0
5.3.2,simple,19,True,False,"Simple question, direct generation",5,0
5.3.3,simple,19,True,False,"Simple question, direct generation",5,0
5.3.4,simple,19,True,False,"Simple question, direct generation",5,0
5.3.5,simple,19,True,False,"Simple question, direct generation",5,0
5.3.6,simple,19,True,False,"Simple question, direct generation",5,0
5.3.7,simple,19,True,False,"Simple question, direct generation",5,0
5.3.8,simple,19,True,False,"Simple question, direct generation",5,0
5.3.9,simple,19,True,False,"Simple question, direct generation",5,0
5.3.10,simple,19,True,False,"Simple question, direct generation",5,0
7.1.1,complex,22,False,True,"Complex question, RAG triggered",8,1
7.1.2,simple,19,False,False,"Simple question, direct generation",5,0
7.1.3,simple,17,False,False,"Simple question, direct generation",5,0
7.1.4,simple,16,False,False,"Simple question, direct generation",5,0
7.1.5,simple,16,False,False,"Simple question, direct generation",5,0
7.1.6,simple,16,False,False,"Simple question, direct generation",5,0
7.1.7,simple,13,True,False,"Simple question, direct generation",5,0
7.1.8,simple,13,True,False,"Simple question, direct generation",5,0
7.1.9,simple,13,True,False,"Simple question, direct generation",5,0
7.1.10,simple,13,True,False,"Simple question, direct generation",5,0
7.2.1,simple,15,False,False,"Simple question, direct generation",5,0
7.2.2,simple,15,False,False,"Simple question, direct generation",5,0
7.2.3,simple,15,False,False,"Simple question, direct generation",5,0
7.2.4,simple,15,False,False,"Simple question, direct generation",5,0
7.2.5,simple,15,False,False,"Simple question, direct generation",5,0
7.2.6,simple,15,False,False,"Simple question, direct generation",5,0
7.3.1,simple,17,False,False,"Simple question, direct generation",5,0
7.3.2,simple,17,False,False,"Simple question, direct generation",5,0
7.3.3,simple,12,True,False,"Simple question, direct generation",5,0
7.3.4,simple,12,True,False,"Simple question, direct generation",5,0
7.4.1,simple,12,False,False,"Simple question, direct generation",5,0
7.4.2,simple,12,False,False,"Simple question, direct generation",5,0
7.4.3,simple,12,False,False,"Simple question, direct generation",5,0
8.1.1,complex,23,True,True,"Complex question, RAG triggered",8,1
8.1.2,complex,21,True,True,"Complex question, RAG triggered",8,1
8.1.3,complex,21,True,True,"Complex question, RAG triggered",8,1
8.1.4,complex,21,True,True,"Complex question, RAG triggered",8,1
8.2.1,simple,15,True,False,"Simple question, direct generation",5,0
8.2.2,simple,15,True,False,"Simple question, direct generation",5,0
8.2.3,simple,15,True,False,"Simple question, direct generation",5,0
8.3.1,simple,7,True,False,"Simple question, direct generation",5,0
8.3.2,simple,7,True,False,"Simple question, direct generation",5,0
8.3.3,simple,7,True,False,"Simple question, direct generation",5,0
9.1.1,complex,25,False,True,"Complex question, RAG triggered",8,1
9.1.2,complex,25,False,True,"Complex question, RAG triggered",8,1
9.1.3,complex,25,False,True,"Complex question, RAG triggered",8,1
9.2.1,complex,25,False,True,"Complex question, RAG triggered",8,1
9.2.2,complex,25,False,True,"Complex question, RAG triggered",8,1
9.2.3,complex,25,False,True,"Complex question, RAG triggered",8,1
9.2.4,complex,25,False,True,"Complex question, RAG triggered",8,1
9.2.5,complex,25,False,True,"Complex question, RAG triggered",8,1
9.2.6,complex,25,False,True,"Complex question, RAG triggered",8,1
9.3.1,complex,23,False,True,"Complex question, RAG triggered",8,1
9.3.2,complex,23,False,True,"Complex question, RAG triggered",8,1
9.3.3,complex,23,False,True,"Complex question, RAG triggered",8,1
9.4.1,complex,23,False,True,"Complex question, RAG triggered",8,1
9.4.2,complex,23,False,True,"Complex question, RAG triggered",8,1
9.4.3,complex,23,False,True,"Complex question, RAG triggered",8,1
1.1,complex,47,True,True,"Complex question, RAG triggered",8,1
1.2,complex,26,True,True,"Complex question, RAG triggered",8,1
1.3,complex,37,True,True,"Complex question, RAG triggered",8,1
1.4,complex,25,True,True,"Complex question, RAG triggered",8,1
1.5,complex,32,True,True,"Complex question, RAG triggered",8,1
1.6,complex,29,True,True,"Complex question, RAG triggered",8,1
1.7,simple,16,True,False,"Simple question, direct generation",5,0
1.8,simple,15,True,False,"Simple question, direct generation",5,0
1.9,complex,27,True,True,"Complex question, RAG triggered",8,1
1.10,complex,27,True,True,"Complex question, RAG triggered",8,1
1.11,complex,21,True,True,"Complex question, RAG triggered",8,1
1.12,complex,25,True,True,"Complex question, RAG triggered",8,1
1.13,complex,30,True,True,"Complex question, RAG triggered",8,1
1.14,complex,27,True,True,"Complex question, RAG triggered",8,1
1.15,complex,34,False,True,"Complex question, RAG triggered",8,1
1.16,complex,29,True,True,"Complex question, RAG triggered",8,1
1.17,complex,32,True,True,"Complex question, RAG triggered",8,1
1.18,complex,31,True,True,"Complex question, RAG triggered",8,1
1.19,complex,27,True,True,"Complex question, RAG triggered",8,1
1.20,complex,24,True,True,"Complex question, RAG triggered",8,1
1.21,simple,14,True,False,"Simple question, direct generation",5,0
1.22,complex,27,True,True,"Complex question, RAG triggered",8,1
1.23,complex,35,True,True,"Complex question, RAG triggered",8,1
1.24,complex,28,True,True,"Complex question, RAG triggered",8,1
1.25,complex,35,True,True,"Complex question, RAG triggered",8,1
1.26,complex,24,False,True,"Complex question, RAG triggered",8,1
1.27,complex,33,True,True,"Complex question, RAG triggered",8,1
1.28,complex,35,False,True,"Complex question, RAG triggered",8,1
1.29,simple,12,False,False,"Simple question, direct generation",5,0
1.30,simple,13,False,False,"Simple question, direct generation",5,0
1.31,complex,29,False,True,"Complex question, RAG triggered",8,1
1.32,complex,25,False,True,"Complex question, RAG triggered",8,1
2.1,complex,64,False,True,"Complex question, RAG triggered",8,1
2.2,simple,19,False,False,"Simple question, direct generation",5,0
2.3,complex,21,False,True,"Complex question, RAG triggered",8,1
2.4,simple,13,True,False,"Simple question, direct generation",5,0
2.5,simple,16,True,False,"Simple question, direct generation",5,0
2.6,simple,18,True,False,"Simple question, direct generation",5,0
2.7,simple,19,True,False,"Simple question, direct generation",5,0
2.8,complex,50,False,True,"Complex question, RAG triggered",8,1
2.9,complex,20,False,True,"Complex question, RAG triggered",8,1
2.10,complex,58,False,True,"Complex question, RAG triggered",8,1
2.11,complex,42,False,True,"Complex question, RAG triggered",8,1
2.12,complex,40,False,True,"Complex question, RAG triggered",8,1
2.13,complex,21,False,True,"Complex question, RAG triggered",8,1
2.14,complex,48,False,True,"Complex question, RAG triggered",8,1
2.15,complex,44,False,True,"Complex question, RAG triggered",8,1
2.16,complex,32,False,True,"Complex question, RAG triggered",8,1
2.17,complex,33,False,True,"Complex question, RAG triggered",8,1
2.18,complex,43,False,True,"Complex question, RAG triggered",8,1
2.19,complex,47,False,True,"Complex question, RAG triggered",8,1
2.20,complex,38,False,True,"Complex question, RAG triggered",8,1
2.21,complex,24,True,True,"Complex question, RAG triggered",8,1
2.22,simple,18,True,False,"Simple question, direct generation",5,0
2.23,complex,21,True,True,"Complex question, RAG triggered",8,1
2.24,complex,21,True,True,"Complex question, RAG triggered",8,1
2.25,simple,15,True,False,"Simple question, direct generation",5,0
2.26,complex,27,True,True,"Complex question, RAG triggered",8,1
2.27,complex,21,True,True,"Complex question, RAG triggered",8,1
2.28,simple,18,True,False,"Simple question, direct generation",5,0
2.29,complex,21,True,True,"Complex question, RAG triggered",8,1
2.30,simple,15,True,False,"Simple question, direct generation",5,0
2.31,complex,23,True,True,"Complex question, RAG triggered",8,1
2.32,complex,32,True,True,"Complex question, RAG triggered",8,1
2.33,complex,30,True,True,"Complex question, RAG triggered",8,1
2.34,complex,23,True,True,"Complex question, RAG triggered",8,1
2.35,simple,12,True,False,"Simple question, direct generation",5,0
2.36,complex,27,True,True,"Complex question, RAG triggered",8,1
2.37,simple,16,True,False,"Simple question, direct generation",5,0
2.38,simple,19,True,False,"Simple question, direct generation",5,0
2.39,complex,24,True,True,"Complex question, RAG triggered",8,1
2.40,simple,16,True,False,"Simple question, direct generation",5,0
2.41,simple,13,True,False,"Simple question, direct generation",5,0
2.42,simple,15,True,False,"Simple question, direct generation",5,0
2.43,simple,12,True,False,"Simple question, direct generation",5,0
2.44,simple,13,True,False,"Simple question, direct generation",5,0
2.45,simple,19,True,False,"Simple question, direct generation",5,0
2.46,complex,25,True,True,"Complex question, RAG triggered",8,1
2.47,simple,15,True,False,"Simple question, direct generation",5,0
2.48,simple,18,False,False,"Simple question, direct generation",5,0
2.49,complex,34,False,True,"Complex question, RAG triggered",8,1
2.50,complex,22,False,True,"Complex question, RAG triggered",8,1
2.51,complex,23,False,True,"Complex question, RAG triggered",8,1
2.52,complex,21,False,True,"Complex question, RAG triggered",8,1
2.53,complex,28,True,True,"Complex question, RAG triggered",8,1
2.54,complex,21,True,True,"Complex question, RAG triggered",8,1
2.55,complex,27,True,True,"Complex question, RAG triggered",8,1
2.56,complex,28,True,True,"Complex question, RAG triggered",8,1
2.57,complex,28,False,True,"Complex question, RAG triggered",8,1
2.58,complex,26,False,True,"Complex question, RAG triggered",8,1
2.59,complex,23,False,True,"Complex question, RAG triggered",8,1
2.60,complex,22,False,True,"Complex question, RAG triggered",8,1
2.61,complex,23,False,True,"Complex question, RAG triggered",8,1
2.62,complex,29,False,True,"Complex question, RAG triggered",8,1
2.63,complex,23,True,True,"Complex question, RAG triggered",8,1
2.64,simple,19,True,False,"Simple question, direct generation",5,0
2.65,complex,31,True,True,"Complex question, RAG triggered",8,1
2.66,simple,15,True,False,"Simple question, direct generation",5,0
2.67,simple,19,True,False,"Simple question, direct generation",5,0
2.68,complex,21,True,True,"Complex question, RAG triggered",8,1
2.69,complex,29,True,True,"Complex question, RAG triggered",8,1
2.70,complex,28,True,True,"Complex question, RAG triggered",8,1
2.71,complex,22,True,True,"Complex question, RAG triggered",8,1
2.72,simple,18,False,False,"Simple question, direct generation",5,0
2.73,simple,15,True,False,"Simple question, direct generation",5,0
2.74,complex,28,True,True,"Complex question, RAG triggered",8,1
2.75,complex,23,True,True,"Complex question, RAG triggered",8,1
2.76,complex,20,False,True,"Complex question, RAG triggered",8,1
2.77,simple,16,True,False,"Simple question, direct generation",5,0
2.78,complex,29,True,True,"Complex question, RAG triggered",8,1
2.79,complex,38,True,True,"Complex question, RAG triggered",8,1
2.80,complex,25,True,True,"Complex question, RAG triggered",8,1
2.81,simple,17,True,False,"Simple question, direct generation",5,0
2.82,complex,27,True,True,"Complex question, RAG triggered",8,1
2.83,complex,37,True,True,"Complex question, RAG triggered",8,1
2.84,complex,22,True,True,"Complex question, RAG triggered",8,1
2.85,complex,37,True,True,"Complex question, RAG triggered",8,1
2.86,complex,27,True,True,"Complex question, RAG triggered",8,1
2.87,complex,21,True,True,"Complex question, RAG triggered",8,1
2.88,complex,29,True,True,"Complex question, RAG triggered",8,1
2.89,complex,23,True,True,"Complex question, RAG triggered",8,1
2.90,complex,24,True,True,"Complex question, RAG triggered",8,1
2.91,simple,14,True,False,"Simple question, direct generation",5,0
2.92,complex,22,True,True,"Complex question, RAG triggered",8,1
2.93,complex,25,True,True,"Complex question, RAG triggered",8,1
2.94,simple,16,False,False,"Simple question, direct generation",5,0
2.95,complex,21,False,True,"Complex question, RAG triggered",8,1
2.96,simple,18,True,False,"Simple question, direct generation",5,0
2.97,simple,14,True,False,"Simple question, direct generation",5,0
2.98,complex,22,False,True,"Complex question, RAG triggered",8,1
2.99,complex,25,True,True,"Complex question, RAG triggered",8,1
3.1,complex,59,False,True,"Complex question, RAG triggered",8,1
3.2,complex,46,False,True,"Complex question, RAG triggered",8,1
3.3,complex,31,False,True,"Complex question, RAG triggered",8,1
3.4,complex,28,False,True,"Complex question, RAG triggered",8,1
3.5.a,complex,24,False,True,"Complex question, RAG triggered",8,1
3.5.b,complex,27,False,True,"Complex question, RAG triggered",8,1
3.6.a,complex,24,False,True,"Complex question, RAG triggered",8,1
3.6.b,complex,26,True,True,"Complex question, RAG triggered",8,1
3.7.a,complex,29,True,True,"Complex question, RAG triggered",8,1
3.7.b,complex,31,True,True,"Complex question, RAG triggered",8,1
3.8,complex,28,False,True,"Complex question, RAG triggered",8,1
3.9.a,complex,23,True,True,"Complex question, RAG triggered",8,1
3.9.b,complex,30,False,True,"Complex question, RAG triggered",8,1
3.10,simple,16,False,False,"Simple question, direct generation",5,0
3.11,complex,29,False,True,"Complex question, RAG triggered",8,1
3.12.a,simple,12,False,False,"Simple question, direct generation",5,0
3.12.b,simple,12,False,False,"Simple question, direct generation",5,0
3.12.c,simple,14,False,False,"Simple question, direct generation",5,0
3.12.d,simple,16,False,False,"Simple question, direct generation",5,0
3.13,simple,15,False,False,"Simple question, direct generation",5,0
3.14.a,complex,27,True,True,"Complex question, RAG triggered",8,1
3.14.b,complex,27,True,True,"Complex question, RAG triggered",8,1
3.15.a,complex,22,False,True,"Complex question, RAG triggered",8,1
3.15.b,simple,14,False,False,"Simple question, direct generation",5,0
3.16,simple,11,False,False,"Simple question, direct generation",5,0
3.17.a,complex,22,True,True,"Complex question, RAG triggered",8,1
3.17.b,simple,13,True,False,"Simple question, direct generation",5,0
3.17.c,simple,11,True,False,"Simple question, direct generation",5,0
3.18.a,simple,14,False,False,"Simple question, direct generation",5,0
3.18.b,simple,16,False,False,"Simple question, direct generation",5,0
3.19,complex,24,True,True,"Complex question, RAG triggered",8,1
3.20,complex,26,False,True,"Complex question, RAG triggered",8,1
3.21.a,complex,21,False,True,"Complex question, RAG triggered",8,1
3.21.b,complex,23,True,True,"Complex question, RAG triggered",8,1
3.22,complex,20,False,True,"Complex question, RAG triggered",8,1
3.23.a,simple,12,False,False,"Simple question, direct generation",5,0
3.23.b,simple,14,False,False,"Simple question, direct generation",5,0
3.24,complex,29,False,True,"Complex question, RAG triggered",8,1
3.25,complex,28,False,True,"Complex question, RAG triggered",8,1
3.26,complex,27,False,True,"Complex question, RAG triggered",8,1
3.27.a,complex,21,False,True,"Complex question, RAG triggered",8,1
3.27.b,simple,16,True,False,"Simple question, direct generation",5,0
3.27.c,simple,15,True,False,"Simple question, direct generation",5,0
3.28.a,simple,18,True,False,"Simple question, direct generation",5,0
3.28.b,complex,23,True,True,"Complex question, RAG triggered",8,1
3.28.c,complex,22,True,True,"Complex question, RAG triggered",8,1
3.29.a,simple,19,True,False,"Simple question, direct generation",5,0
3.29.b,simple,16,False,False,"Simple question, direct generation",5,0
3.29.c,simple,14,True,False,"Simple question, direct generation",5,0
3.30.a,complex,23,False,True,"Complex question, RAG triggered",8,1
3.30.b,simple,19,False,False,"Simple question, direct generation",5,0
3.30.c,simple,15,True,False,"Simple question, direct generation",5,0
3.31.a,complex,21,True,True,"Complex question, RAG triggered",8,1
3.31.b,simple,14,True,False,"Simple question, direct generation",5,0
3.32.a,simple,18,True,False,"Simple question, direct generation",5,0
3.32.b,simple,19,True,False,"Simple question, direct generation",5,0
3.32.c,complex,22,True,True,"Complex question, RAG triggered",8,1
3.33.a,simple,19,True,False,"Simple question, direct generation",5,0
3.33.b,complex,20,True,True,"Complex question, RAG triggered",8,1
3.33.c,complex,20,True,True,"Complex question, RAG triggered",8,1
3.34.a,complex,23,False,True,"Complex question, RAG triggered",8,1
3.34.b,complex,23,True,True,"Complex question, RAG triggered",8,1
3.35.a,simple,14,True,False,"Simple question, direct generation",5,0
3.35.b,simple,14,True,False,"Simple question, direct generation",5,0
3.36.a,simple,19,False,False,"Simple question, direct generation",5,0
3.36.b,simple,13,True,False,"Simple question, direct generation",5,0
3.36.c,complex,21,True,True,"Complex question, RAG triggered",8,1
3.37.a,complex,29,False,True,"Complex question, RAG triggered",8,1
3.37.b,complex,28,False,True,"Complex question, RAG triggered",8,1
3.38.a,complex,27,False,True,"Complex question, RAG triggered",8,1
3.38.b,complex,27,False,True,"Complex question, RAG triggered",8,1
3.38.c,simple,11,False,False,"Simple question, direct generation",5,0
3.38.d,simple,13,False,False,"Simple question, direct generation",5,0
3.39.a,complex,28,False,True,"Complex question, RAG triggered",8,1
3.39.b,simple,11,True,False,"Simple question, direct generation",5,0
3.40.a,complex,25,False,True,"Complex question, RAG triggered",8,1
3.40.b,simple,13,False,False,"Simple question, direct generation",5,0
3.40.c,complex,23,False,True,"Complex question, RAG triggered",8,1
3.41.a,complex,27,False,True,"Complex question, RAG triggered",8,1
3.41.b,simple,16,False,False,"Simple question, direct generation",5,0
3.41.c,simple,13,True,False,"Simple question, direct generation",5,0
3.42,complex,22,True,True,"Complex question, RAG triggered",8,1
3.43.a,simple,19,False,False,"Simple question, direct generation",5,0
3.43.b,simple,11,True,False,"Simple question, direct generation",5,0
3.44.a,complex,25,False,True,"Complex question, RAG triggered",8,1
3.44.b,simple,19,False,False,"Simple question, direct generation",5,0
3.44.c,complex,22,False,True,"Complex question, RAG triggered",8,1
3.45,complex,25,True,True,"Complex question, RAG triggered",8,1
3.46.a,simple,14,False,False,"Simple question, direct generation",5,0
3.46.b,simple,14,False,False,"Simple question, direct generation",5,0
3.47.a,complex,20,False,True,"Complex question, RAG triggered",8,1
3.47.b,complex,23,False,True,"Complex question, RAG triggered",8,1
3.48.a,simple,15,False,False,"Simple question, direct generation",5,0
3.48.b,simple,12,False,False,"Simple question, direct generation",5,0
3.49.a,simple,18,False,False,"Simple question, direct generation",5,0
3.49.b,simple,14,False,False,"Simple question, direct generation",5,0
3.49.c,simple,12,True,False,"Simple question, direct generation",5,0
3.50.a,simple,13,False,False,"Simple question, direct generation",5,0
3.50.b,simple,13,False,False,"Simple question, direct generation",5,0
3.51.a,complex,35,False,True,"Complex question, RAG triggered",8,1
3.51.b,simple,11,False,False,"Simple question, direct generation",5,0
3.52.a,complex,28,False,True,"Complex question, RAG triggered",8,1
3.52.b,simple,8,False,False,"Simple question, direct generation",5,0
3.52.c,simple,8,False,False,"Simple question, direct generation",5,0
3.52.d,simple,11,True,False,"Simple question, direct generation",5,0
3.53,complex,30,False,True,"Complex question, RAG triggered",8,1
3.54,simple,10,False,False,"Simple question, direct generation",5,0
3.55,simple,10,False,False,"Simple question, direct generation",5,0
3.56.a,complex,25,False,True,"Complex question, RAG triggered",8,1
3.56.b,complex,24,False,True,"Complex question, RAG triggered",8,1
3.57.a,complex,21,False,True,"Complex question, RAG triggered",8,1
3.57.b,simple,16,False,False,"Simple question, direct generation",5,0
3.58,simple,14,False,False,"Simple question, direct generation",5,0
3.59,simple,16,False,False,"Simple question, direct generation",5,0
3.60.a,complex,28,False,True,"Complex question, RAG triggered",8,1
3.60.b,simple,9,False,False,"Simple question, direct generation",5,0
3.60.c,simple,17,False,False,"Simple question, direct generation",5,0
3.60.d,simple,16,False,False,"Simple question, direct generation",5,0
3.61.a,complex,22,False,True,"Complex question, RAG triggered",8,1
